manifest,cue_id,path,role,manifest_duration_msec,volume_db,event_ids,declared_final,exists,bytes,seconds,sample_rate_hz,channels,peak,rms,finite,sha256,disposition,shared_path_cue_ids
content/music_runtime_manifest.json,music_town_brasshollow_theme_motion,res://art/audio/runtime/music/town_brasshollow_motion.ogg,Brasshollow town motion,8000,-29.0,,False,True,115007,8.0,44100,2,0.483504,0.127431,True,aa42e3c9ae7b8dc302c131b09b72f64a4cf940e793c1923b27dc0529f18b71f8,replace_nonfinal_asset,music_town_brasshollow_theme_motion
content/music_runtime_manifest.json,music_town_veilmourn_theme,res://art/audio/runtime/music/town_veilmourn_root.ogg,Veilmourn town root,8000,-24.0,,False,True,92580,8.0,44100,2,0.506844,0.196635,True,d886c89487d3f0cde63a371ef80fd33e893ee8d2a951aca3da44ea36a6a79146,replace_nonfinal_asset,music_town_veilmourn_theme
content/music_runtime_manifest.json,music_town_veilmourn_theme_harmony,res://art/audio/runtime/music/town_veilmourn_harmony.ogg,Veilmourn town harmony,8000,-27.0,,False,True,34967,8.0,44100,2,0.45288,0.135173,True,122675343725bea60a8226bb3afe6f5c374344098c627574c0ee7aef9e6a20e9,replace_nonfinal_asset,music_town_veilmourn_theme_harmony
content/music_runtime_manifest.json,music_town_veilmourn_theme_motion,res://art/audio/runtime/music/town_veilmourn_motion.ogg,Veilmourn town motion,8000,-29.0,,False,True,104044,8.0,44100,2,0.421768,0.112366,True,505ecf7ce78dd65926841dbb0fbb208d6611546aa79c677aa0876b7aeab780e4,replace_nonfinal_asset,music_town_veilmourn_theme_motion
content/music_runtime_manifest.json,music_battle_theme,res://art/audio/runtime/music/battle_root.ogg,battle root,8000,-22.5,,False,True,169249,8.0,44100,2,0.626162,0.217471,True,879fe0ad467976bede3303b73865967c7e1984b112e678aa75e0d51ad515d5b6,replace_nonfinal_asset,music_battle_theme
content/music_runtime_manifest.json,music_battle_theme_harmony,res://art/audio/runtime/music/battle_harmony.ogg,battle harmony,8000,-25.5,,False,True,29757,8.0,44100,2,0.542803,0.167721,True,ad7b76dd08e2aa7f0f97e6dcda836164d826430920666d94653977f90cc83000,replace_nonfinal_asset,music_battle_theme_harmony
content/music_runtime_manifest.json,music_battle_theme_motion,res://art/audio/runtime/music/battle_motion.ogg,battle motion,8000,-27.5,,False,True,114790,8.0,44100,2,0.584968,0.141712,True,f1b24fc18eee16ef9eee414e84e917d34a7c2267d558b8787814f849c8e717c3,replace_nonfinal_asset,music_battle_theme_motion
content/music_runtime_manifest.json,music_battle_embercourt_theme,res://art/audio/runtime/music/battle_embercourt_root.ogg,Embercourt battle root,8000,-22.5,,False,True,176572,8.0,44100,2,0.638232,0.230376,True,3509b419d16514a8feeb94ea3cd9197a5abe51f8fcb8315652f4b1afc4e2262f,replace_nonfinal_asset,music_battle_embercourt_theme
content/music_runtime_manifest.json,music_battle_embercourt_theme_harmony,res://art/audio/runtime/music/battle_embercourt_harmony.ogg,Embercourt battle harmony,8000,-25.5,,False,True,32746,8.0,44100,2,0.542056,0.161501,True,d2b988da40f788dfe601d524bb2a85d2b611134362bf0a5a698666e82a8e2028,replace_nonfinal_asset,music_battle_embercourt_theme_harmony
content/music_runtime_manifest.json,music_battle_embercourt_theme_motion,res://art/audio/runtime/music/battle_embercourt_motion.ogg,Embercourt battle motion,8000,-27.5,,False,True,111049,8.0,44100,2,0.595673,0.134829,True,5ce9cdf2b092f8d8e48af70661f68adc2437a3cbca04a8d84cc7d8e58f0f729f,replace_nonfinal_asset,music_battle_embercourt_theme_motion
content/music_runtime_manifest.json,music_battle_mireclaw_theme,res://art/audio/runtime/music/battle_mireclaw_root.ogg,Mireclaw battle root,8000,-22.5,,False,True,158812,8.0,44100,2,0.618639,0.216894,True,a6283fff9dff2a03a4a8734c732ec2fde1529de87ce121b1da7fa80def2388d1,replace_nonfinal_asset,music_battle_mireclaw_theme
content/music_runtime_manifest.json,music_battle_mireclaw_theme_harmony,res://art/audio/runtime/music/battle_mireclaw_harmony.ogg,Mireclaw battle harmony,8000,-25.5,,False,True,27693,8.0,44100,2,0.529991,0.153304,True,783ed6a268f227684a21feb0cf94e8a70477914d46246e2cbebb0b594df82c2f,replace_nonfinal_asset,music_battle_mireclaw_theme_harmony
content/music_runtime_manifest.json,music_battle_mireclaw_theme_motion,res://art/audio/runtime/music/battle_mireclaw_motion.ogg,Mireclaw battle motion,8000,-27.5,,False,True,118511,8.0,44100,2,0.615767,0.137062,True,ef37fc212469b4b94dbe2f0ee23bdef4e6ba707f129fa7c5b6731ff2d828b9d3,replace_nonfinal_asset,music_battle_mireclaw_theme_motion
content/music_runtime_manifest.json,music_battle_sunvault_theme,res://art/audio/runtime/music/battle_sunvault_root.ogg,Sunvault battle root,8000,-22.5,,False,True,182847,8.0,44100,2,0.62243,0.231785,True,a37e03da0b0ee2303743639bb168b406cd7c7b3cbc4a09f0748713098ab461fa,replace_nonfinal_asset,music_battle_sunvault_theme
content/music_runtime_manifest.json,music_battle_sunvault_theme_harmony,res://art/audio/runtime/music/battle_sunvault_harmony.ogg,Sunvault battle harmony,8000,-25.5,,False,True,33744,8.0,44100,2,0.561035,0.166155,True,434f1a5fe6cdb8b2e1043e330774ca073078bde809f537a4628f8dc4675d6f2e,replace_nonfinal_asset,music_battle_sunvault_theme_harmony
content/music_runtime_manifest.json,music_battle_sunvault_theme_motion,res://art/audio/runtime/music/battle_sunvault_motion.ogg,Sunvault battle motion,8000,-27.5,,False,True,108961,8.0,44100,2,0.600367,0.137933,True,cec14c8013d50c839a44c3d9082c2d2d0d924709da588edf739588f756007761,replace_nonfinal_asset,music_battle_sunvault_theme_motion
content/music_runtime_manifest.json,music_battle_thornwake_theme,res://art/audio/runtime/music/battle_thornwake_root.ogg,Thornwake battle root,8000,-22.5,,False,True,170142,8.0,44100,2,0.593641,0.212371,True,e72c7fee024e009c1762f1191038acad32ef6e7a4431d22899045e32b2177205,replace_nonfinal_asset,music_battle_thornwake_theme
content/music_runtime_manifest.json,music_battle_thornwake_theme_harmony,res://art/audio/runtime/music/battle_thornwake_harmony.ogg,Thornwake battle harmony,8000,-25.5,,False,True,30600,8.0,44100,2,0.506908,0.148155,True,cb9865a2a77b7684e798353e73ca006215c597cbe6e6e2b85ba612cfe48d2dec,replace_nonfinal_asset,music_battle_thornwake_theme_harmony
content/music_runtime_manifest.json,music_battle_thornwake_theme_motion,res://art/audio/runtime/music/battle_thornwake_motion.ogg,Thornwake battle motion,8000,-27.5,,False,True,112026,8.0,44100,2,0.55961,0.132555,True,c05f1b695380c224ff93fee025b60b0d998708a0381bf33ae287f8a642f78968,replace_nonfinal_asset,music_battle_thornwake_theme_motion
content/music_runtime_manifest.json,music_battle_brasshollow_theme,res://art/audio/runtime/music/battle_brasshollow_root.ogg,Brasshollow battle root,8000,-22.5,,False,True,151961,8.0,44100,2,0.677989,0.231557,True,efb0e90810931e7ff39d23249502034919d37e961f91539debfa8a00dacdd2e8,replace_nonfinal_asset,music_battle_brasshollow_theme
content/music_runtime_manifest.json,music_battle_brasshollow_theme_harmony,res://art/audio/runtime/music/battle_brasshollow_harmony.ogg,Brasshollow battle harmony,8000,-25.5,,False,True,26692,8.0,44100,2,0.573927,0.171941,True,5106b1ef58d31bd2d7f61a07415cb2e8dfbdd621cf9471c418704f10417b7324,replace_nonfinal_asset,music_battle_brasshollow_theme_harmony
content/music_runtime_manifest.json,music_battle_brasshollow_theme_motion,res://art/audio/runtime/music/battle_brasshollow_motion.ogg,Brasshollow battle motion,8000,-27.5,,False,True,128062,8.0,44100,2,0.649342,0.147538,True,f1b62945a2a21e71026a6009316d87a53c915ccb9140cf4a6b799444e9421f2b,replace_nonfinal_asset,music_battle_brasshollow_theme_motion
content/music_runtime_manifest.json,music_battle_veilmourn_theme,res://art/audio/runtime/music/battle_veilmourn_root.ogg,Veilmourn battle root,8000,-22.5,,False,True,178264,8.0,44100,2,0.615999,0.214575,True,8165342a83d8f6ee0f814d9cb3e4d9895eddfb2b56b4f5cc1da52d07eee1c437,replace_nonfinal_asset,music_battle_veilmourn_theme
content/music_runtime_manifest.json,music_battle_veilmourn_theme_harmony,res://art/audio/runtime/music/battle_veilmourn_harmony.ogg,Veilmourn battle harmony,8000,-25.5,,False,True,31887,8.0,44100,2,0.534018,0.155643,True,5a5f5cce2df95500c459ff8c18f0df41264c25f6bd7dd50a65d4357405a1a5d6,replace_nonfinal_asset,music_battle_veilmourn_theme_harmony
content/music_runtime_manifest.json,music_battle_veilmourn_theme_motion,res://art/audio/runtime/music/battle_veilmourn_motion.ogg,Veilmourn battle motion,8000,-27.5,,False,True,113536,8.0,44100,2,0.583838,0.144847,True,d585ba454481d4d0dc4a905d2e412c4c0015d56f1258e29844c17d12abcd4180,replace_nonfinal_asset,music_battle_veilmourn_theme_motion
content/music_runtime_manifest.json,music_outcome_theme,res://art/audio/runtime/music/outcome_root.ogg,outcome root,8000,-24.0,,False,True,87385,8.0,44100,2,0.491878,0.199808,True,ba622852320025034425329cf2255a6bf6ed461c2177672d620850c998bf1b56,replace_nonfinal_asset,music_outcome_theme
content/music_runtime_manifest.json,music_outcome_theme_harmony,res://art/audio/runtime/music/outcome_harmony.ogg,outcome harmony,8000,-27.0,,False,True,43886,8.0,44100,2,0.432183,0.122766,True,213fd7c24d52e0b1805fa664126ac246f59834c9a5552c46b21614526c7a69da,replace_nonfinal_asset,music_outcome_theme_harmony
content/music_runtime_manifest.json,music_outcome_theme_motion,res://art/audio/runtime/music/outcome_motion.ogg,outcome motion,8000,-29.0,,False,True,80711,8.0,44100,2,0.381577,0.112449,True,e4ed141fac9e368089156a3c2ebda322b6e2a566180743cb4710366625777974,replace_nonfinal_asset,music_outcome_theme_motion
content/music_runtime_manifest.json,music_outcome_victory_theme,res://art/audio/runtime/music/outcome_victory_root.ogg,victory outcome root,8000,-24.0,,False,True,83274,8.0,44100,2,0.522711,0.198381,True,0ae41edef53cb820afe7d65fbf5d104af3324e1a9007721d05c8c89c7f08158b,replace_nonfinal_asset,music_outcome_victory_theme
content/music_runtime_manifest.json,music_outcome_victory_theme_harmony,res://art/audio/runtime/music/outcome_victory_harmony.ogg,victory outcome harmony,8000,-27.0,,False,True,37677,8.0,44100,2,0.460478,0.135279,True,45beba83d7730db2413942380466054d0c5440d1321d46d270d9d4f21143dca1,replace_nonfinal_asset,music_outcome_victory_theme_harmony
content/music_runtime_manifest.json,music_outcome_victory_theme_motion,res://art/audio/runtime/music/outcome_victory_motion.ogg,victory outcome motion,8000,-29.0,,False,True,94103,8.0,44100,2,0.423802,0.114415,True,a6c45ec0277d9ad999d59b25b1382df58344b4bbf55dc5a1265c182193d600b9,replace_nonfinal_asset,music_outcome_victory_theme_motion
content/music_runtime_manifest.json,music_outcome_defeat_theme,res://art/audio/runtime/music/outcome_defeat_root.ogg,defeat outcome root,8000,-24.0,,False,True,91421,8.0,44100,2,0.498144,0.19464,True,3ad3c216813e3d2d2c77537502132b1687f44032ce9c8bda92428a821a2f3bd8,replace_nonfinal_asset,music_outcome_defeat_theme
content/music_runtime_manifest.json,music_outcome_defeat_theme_harmony,res://art/audio/runtime/music/outcome_defeat_harmony.ogg,defeat outcome harmony,8000,-27.0,,False,True,33376,8.0,44100,2,0.43713,0.126733,True,3d10e57308ff4a26480dc0103b6c0b5d7d51c4f68d4cd31386a80f55287d377c,replace_nonfinal_asset,music_outcome_defeat_theme_harmony
content/music_runtime_manifest.json,music_outcome_defeat_theme_motion,res://art/audio/runtime/music/outcome_defeat_motion.ogg,defeat outcome motion,8000,-29.0,,False,True,106405,8.0,44100,2,0.391336,0.104853,True,d1905eaf2555babd595252163886a26483dfc0d5d6a816238cb51a39fcb26ffb,replace_nonfinal_asset,music_outcome_defeat_theme_motion
